"","Origin","destination","Year","Value"
"Japan.ANT.2008","Japan","ANT",2008,"0"
"Luxembourg.ANT.2008","Luxembourg","ANT",2008,"- -9"
"Netherlands.ANT.2008","Netherlands","ANT",2008,"263"
"New Zealand.ANT.2008","New Zealand","ANT",2008,"- -22"
"Poland.ANT.2008","Poland","ANT",2008,"0"
"Portugal.ANT.2008","Portugal","ANT",2008,"0"
"Slovenia.ANT.2008","Slovenia","ANT",2008,"0"
"Spain.ANT.2008","Spain","ANT",2008,"0"
"Turkey.ANT.2008","Turkey","ANT",2008,"0"
"United States.ANT.2008","United States","ANT",2008,"8 132"
"Belgium.ANT.2009","Belgium","ANT",2009,"- -50"
"Brazil.ANT.2009","Brazil","ANT",2009,"42"
"Colombia.ANT.2009","Colombia","ANT",2009,"0"
"France.ANT.2009","France","ANT",2009,"3"
"Germany.ANT.2009","Germany","ANT",2009,"1"
"Israel.ANT.2009","Israel","ANT",2009,"0"
"Italy.ANT.2009","Italy","ANT",2009,"- -85"
"Japan.ANT.2009","Japan","ANT",2009,"0"
"Luxembourg.ANT.2009","Luxembourg","ANT",2009,"--2 373"
"Netherlands.ANT.2009","Netherlands","ANT",2009,"338"
"New Zealand.ANT.2009","New Zealand","ANT",2009,"7"
"Poland.ANT.2009","Poland","ANT",2009,"0"
"Portugal.ANT.2009","Portugal","ANT",2009,"0"
"Slovenia.ANT.2009","Slovenia","ANT",2009,"0"
"Spain.ANT.2009","Spain","ANT",2009,"0"
"Turkey.ANT.2009","Turkey","ANT",2009,"0"
"United States.ANT.2009","United States","ANT",2009,"1 948"
"Belgium.ANT.2010","Belgium","ANT",2010,"347"
"Brazil.ANT.2010","Brazil","ANT",2010,"0"
"Colombia.ANT.2010","Colombia","ANT",2010,"70"
"France.ANT.2010","France","ANT",2010,"68"
"Germany.ANT.2010","Germany","ANT",2010,"0"
"Israel.ANT.2010","Israel","ANT",2010,"- -6"
"Italy.ANT.2010","Italy","ANT",2010,"82"
"Japan.ANT.2010","Japan","ANT",2010,"0"
"Luxembourg.ANT.2010","Luxembourg","ANT",2010,"211"
"Netherlands.ANT.2010","Netherlands","ANT",2010,"-- 146"
"New Zealand.ANT.2010","New Zealand","ANT",2010,"- -71"
"Poland.ANT.2010","Poland","ANT",2010,"- -53"
"Portugal.ANT.2010","Portugal","ANT",2010,"0"
"Slovenia.ANT.2010","Slovenia","ANT",2010,"0"
"Spain.ANT.2010","Spain","ANT",2010,"0"
"Turkey.ANT.2010","Turkey","ANT",2010,"1"
"United States.ANT.2010","United States","ANT",2010,"2 235"
"Belgium.ANT.2011","Belgium","ANT",2011,"- -3"
"Brazil.ANT.2011","Brazil","ANT",2011,"0"
"Colombia.ANT.2011","Colombia","ANT",2011,"0"
"France.ANT.2011","France","ANT",2011,"1"
"Germany.ANT.2011","Germany","ANT",2011,"0"
"Israel.ANT.2011","Israel","ANT",2011,"85"
"Italy.ANT.2011","Italy","ANT",2011,"0"
"Japan.ANT.2011","Japan","ANT",2011,"0"
"Luxembourg.ANT.2011","Luxembourg","ANT",2011,"0"
"Netherlands.ANT.2011","Netherlands","ANT",2011,"1 308"
"New Zealand.ANT.2011","New Zealand","ANT",2011,"- -4"
"Poland.ANT.2011","Poland","ANT",2011,"0"
"Portugal.ANT.2011","Portugal","ANT",2011,"0"
"Slovenia.ANT.2011","Slovenia","ANT",2011,"0"
"Spain.ANT.2011","Spain","ANT",2011,"0"
"Turkey.ANT.2011","Turkey","ANT",2011,"0"
"United States.ANT.2011","United States","ANT",2011,"0"
"Belgium.ANT.2012","Belgium","ANT",2012,"0"
"Brazil.ANT.2012","Brazil","ANT",2012,"0"
"Colombia.ANT.2012","Colombia","ANT",2012,"0"
"France.ANT.2012","France","ANT",2012,"0"
"Germany.ANT.2012","Germany","ANT",2012,"0"
"Israel.ANT.2012","Israel","ANT",2012,"- -8"
"Italy.ANT.2012","Italy","ANT",2012,"73"
"Japan.ANT.2012","Japan","ANT",2012,"0"
"Luxembourg.ANT.2012","Luxembourg","ANT",2012,"0"
"Netherlands.ANT.2012","Netherlands","ANT",2012,"0"
"New Zealand.ANT.2012","New Zealand","ANT",2012,"- -16"
"Poland.ANT.2012","Poland","ANT",2012,"0"
"Portugal.ANT.2012","Portugal","ANT",2012,"0"
"Slovenia.ANT.2012","Slovenia","ANT",2012,"0"
"Spain.ANT.2012","Spain","ANT",2012,"0"
"Turkey.ANT.2012","Turkey","ANT",2012,"0"
"United States.ANT.2012","United States","ANT",2012,"0"
"France.ARE.2001","France","ARE",2001,".."
"Netherlands.ARE.2001","Netherlands","ARE",2001,".."
"United Kingdom.ARE.2001","United Kingdom","ARE",2001,".."
"United States.ARE.2001","United States","ARE",2001,".."
"Australia.ARE.2001","Australia","ARE",2001,".."
"Japan.ARE.2001","Japan","ARE",2001,".."
"India.ARE.2001","India","ARE",2001,".."
"Kuwait.ARE.2001","Kuwait","ARE",2001,".."
"Qatar.ARE.2001","Qatar","ARE",2001,".."
"Saudi Arabia.ARE.2001","Saudi Arabia","ARE",2001,".."
"France.ARE.2002","France","ARE",2002,".."
"Netherlands.ARE.2002","Netherlands","ARE",2002,".."
"United Kingdom.ARE.2002","United Kingdom","ARE",2002,".."
"United States.ARE.2002","United States","ARE",2002,".."
"Australia.ARE.2002","Australia","ARE",2002,".."
"Japan.ARE.2002","Japan","ARE",2002,".."
"India.ARE.2002","India","ARE",2002,".."
"Kuwait.ARE.2002","Kuwait","ARE",2002,".."
"Qatar.ARE.2002","Qatar","ARE",2002,".."
"Saudi Arabia.ARE.2002","Saudi Arabia","ARE",2002,".."
"France.ARE.2003","France","ARE",2003,".."
"Netherlands.ARE.2003","Netherlands","ARE",2003,".."
"United Kingdom.ARE.2003","United Kingdom","ARE",2003,".."
"United States.ARE.2003","United States","ARE",2003,".."
"Australia.ARE.2003","Australia","ARE",2003,".."
"Japan.ARE.2003","Japan","ARE",2003,".."
"India.ARE.2003","India","ARE",2003,".."
"Kuwait.ARE.2003","Kuwait","ARE",2003,".."
"Qatar.ARE.2003","Qatar","ARE",2003,".."
"Saudi Arabia.ARE.2003","Saudi Arabia","ARE",2003,".."
"France.ARE.2004","France","ARE",2004,".."
"Netherlands.ARE.2004","Netherlands","ARE",2004,".."
"United Kingdom.ARE.2004","United Kingdom","ARE",2004,".."
"United States.ARE.2004","United States","ARE",2004,".."
"Australia.ARE.2004","Australia","ARE",2004,".."
"Japan.ARE.2004","Japan","ARE",2004,".."
"India.ARE.2004","India","ARE",2004,".."
"Kuwait.ARE.2004","Kuwait","ARE",2004,".."
"Qatar.ARE.2004","Qatar","ARE",2004,".."
"Saudi Arabia.ARE.2004","Saudi Arabia","ARE",2004,".."
"France.ARE.2005","France","ARE",2005,".."
"Netherlands.ARE.2005","Netherlands","ARE",2005,".."
"United Kingdom.ARE.2005","United Kingdom","ARE",2005,".."
"United States.ARE.2005","United States","ARE",2005,".."
"Australia.ARE.2005","Australia","ARE",2005,".."
"Japan.ARE.2005","Japan","ARE",2005,".."
"India.ARE.2005","India","ARE",2005,".."
"Kuwait.ARE.2005","Kuwait","ARE",2005,".."
"Qatar.ARE.2005","Qatar","ARE",2005,".."
"Saudi Arabia.ARE.2005","Saudi Arabia","ARE",2005,".."
"France.ARE.2006","France","ARE",2006,".."
"Netherlands.ARE.2006","Netherlands","ARE",2006,".."
"United Kingdom.ARE.2006","United Kingdom","ARE",2006,".."
"United States.ARE.2006","United States","ARE",2006,".."
"Australia.ARE.2006","Australia","ARE",2006,".."
"Japan.ARE.2006","Japan","ARE",2006,".."
"India.ARE.2006","India","ARE",2006,".."
"Kuwait.ARE.2006","Kuwait","ARE",2006,".."
"Qatar.ARE.2006","Qatar","ARE",2006,".."
"Saudi Arabia.ARE.2006","Saudi Arabia","ARE",2006,".."
"France.ARE.2007","France","ARE",2007,"1 145"
"Netherlands.ARE.2007","Netherlands","ARE",2007,"465"
"United Kingdom.ARE.2007","United Kingdom","ARE",2007,"10 439"
"United States.ARE.2007","United States","ARE",2007,"756"
"Australia.ARE.2007","Australia","ARE",2007,"769"
"Japan.ARE.2007","Japan","ARE",2007,"2 781"
"India.ARE.2007","India","ARE",2007,"1 625"
"Kuwait.ARE.2007","Kuwait","ARE",2007,"3 162"
"Qatar.ARE.2007","Qatar","ARE",2007,"353"
"Saudi Arabia.ARE.2007","Saudi Arabia","ARE",2007,"2 297"
"France.ARE.2008","France","ARE",2008,"812"
"Netherlands.ARE.2008","Netherlands","ARE",2008,"582"
"United Kingdom.ARE.2008","United Kingdom","ARE",2008,"9 256"
"United States.ARE.2008","United States","ARE",2008,"2 356"
"Australia.ARE.2008","Australia","ARE",2008,"1 011"
"Japan.ARE.2008","Japan","ARE",2008,"3 335"
"India.ARE.2008","India","ARE",2008,"1 672"
"Kuwait.ARE.2008","Kuwait","ARE",2008,"3 959"
"Qatar.ARE.2008","Qatar","ARE",2008,"439"
"Saudi Arabia.ARE.2008","Saudi Arabia","ARE",2008,"2 107"
"France.ARE.2009","France","ARE",2009,"1 219"
"Netherlands.ARE.2009","Netherlands","ARE",2009,"528"
"United Kingdom.ARE.2009","United Kingdom","ARE",2009,"9 344"
"United States.ARE.2009","United States","ARE",2009,"2 071"
"Australia.ARE.2009","Australia","ARE",2009,"857"
"Japan.ARE.2009","Japan","ARE",2009,"3 987"
"India.ARE.2009","India","ARE",2009,"673"
"Kuwait.ARE.2009","Kuwait","ARE",2009,"4 060"
"Qatar.ARE.2009","Qatar","ARE",2009,"1 275"
"Saudi Arabia.ARE.2009","Saudi Arabia","ARE",2009,"1 574"
"France.ARE.2010","France","ARE",2010,"2 489"
"Netherlands.ARE.2010","Netherlands","ARE",2010,"1 422"
"United Kingdom.ARE.2010","United Kingdom","ARE",2010,"8 457"
"United States.ARE.2010","United States","ARE",2010,"1 713"
"Australia.ARE.2010","Australia","ARE",2010,"1 320"
"Japan.ARE.2010","Japan","ARE",2010,"4 444"
"India.ARE.2010","India","ARE",2010,"1 671"
"Kuwait.ARE.2010","Kuwait","ARE",2010,"2 855"
"Qatar.ARE.2010","Qatar","ARE",2010,"837"
"Saudi Arabia.ARE.2010","Saudi Arabia","ARE",2010,"1 883"
"France.ARE.2011","France","ARE",2011,"3 469"
"Netherlands.ARE.2011","Netherlands","ARE",2011,"1 540"
"United Kingdom.ARE.2011","United Kingdom","ARE",2011,"8 400"
"United States.ARE.2011","United States","ARE",2011,"1 928"
"Australia.ARE.2011","Australia","ARE",2011,"1 682"
"Japan.ARE.2011","Japan","ARE",2011,"4 362"
"India.ARE.2011","India","ARE",2011,"1 853"
"Kuwait.ARE.2011","Kuwait","ARE",2011,"2 629"
"Qatar.ARE.2011","Qatar","ARE",2011,"1 097"
"Saudi Arabia.ARE.2011","Saudi Arabia","ARE",2011,"2 618"
"France.ARE.2012","France","ARE",2012,".."
"Netherlands.ARE.2012","Netherlands","ARE",2012,".."
"United Kingdom.ARE.2012","United Kingdom","ARE",2012,".."
"United States.ARE.2012","United States","ARE",2012,".."
"Australia.ARE.2012","Australia","ARE",2012,".."
"Japan.ARE.2012","Japan","ARE",2012,".."
"India.ARE.2012","India","ARE",2012,".."
"Kuwait.ARE.2012","Kuwait","ARE",2012,".."
"Qatar.ARE.2012","Qatar","ARE",2012,".."
"Saudi Arabia.ARE.2012","Saudi Arabia","ARE",2012,".."
"Austria.ARG.2001","Austria","ARG",2001,"0"
"Belgium.ARG.2001","Belgium","ARG",2001,"0"
"Czech Republic.ARG.2001","Czech Republic","ARG",2001,"0"
"Denmark.ARG.2001","Denmark","ARG",2001,"0"
"Finland.ARG.2001","Finland","ARG",2001,"0"
"France.ARG.2001","France","ARG",2001,"521"
"Germany.ARG.2001","Germany","ARG",2001,"-- 100"
"Greece.ARG.2001","Greece","ARG",2001,"0"
"Hungary.ARG.2001","Hungary","ARG",2001,"0"
"Ireland.ARG.2001","Ireland","ARG",2001,"0"
"Italy.ARG.2001","Italy","ARG",2001,"- -60"
"Luxembourg.ARG.2001","Luxembourg","ARG",2001,"0"
"Malta.ARG.2001","Malta","ARG",2001,"0"
"Netherlands.ARG.2001","Netherlands","ARG",2001,"1 302"
"Poland.ARG.2001","Poland","ARG",2001,"0"
"Portugal.ARG.2001","Portugal","ARG",2001,"0"
"Slovakia.ARG.2001","Slovakia","ARG",2001,"0"
"Spain.ARG.2001","Spain","ARG",2001,"494"
"Sweden.ARG.2001","Sweden","ARG",2001,"0"
"United Kingdom.ARG.2001","United Kingdom","ARG",2001,"-- 997"
"Andorra.ARG.2001","Andorra","ARG",2001,"0"
"Gibraltar.ARG.2001","Gibraltar","ARG",2001,"0"
"Jersey.ARG.2001","Jersey","ARG",2001,"0"
"Liechtenstein.ARG.2001","Liechtenstein","ARG",2001,"0"
"Monaco.ARG.2001","Monaco","ARG",2001,"0"
"Norway.ARG.2001","Norway","ARG",2001,"0"
"Switzerland.ARG.2001","Switzerland","ARG",2001,"0"
"Canada.ARG.2001","Canada","ARG",2001,"0"
"United States.ARG.2001","United States","ARG",2001,"533"
"Australia.ARG.2001","Australia","ARG",2001,"0"
"Bermuda.ARG.2001","Bermuda","ARG",2001,"0"
"Israel.ARG.2001","Israel","ARG",2001,"0"
"Japan.ARG.2001","Japan","ARG",2001,"0"
"New Zealand.ARG.2001","New Zealand","ARG",2001,"0"
"Morocco.ARG.2001","Morocco","ARG",2001,"0"
"Angola.ARG.2001","Angola","ARG",2001,"0"
"Mauritius.ARG.2001","Mauritius","ARG",2001,"0"
"South Africa.ARG.2001","South Africa","ARG",2001,"0"
"China.ARG.2001","China","ARG",2001,"0"
"Hong Kong, China.ARG.2001","Hong Kong, China","ARG",2001,"0"
"Korea, Republic of.ARG.2001","Korea, Republic of","ARG",2001,"0"
"Taiwan Province of China.ARG.2001","Taiwan Province of China","ARG",2001,"0"
"Indonesia.ARG.2001","Indonesia","ARG",2001,"0"
"Malaysia.ARG.2001","Malaysia","ARG",2001,"0"
"Singapore.ARG.2001","Singapore","ARG",2001,"0"
"Thailand.ARG.2001","Thailand","ARG",2001,"0"
"India.ARG.2001","India","ARG",2001,"0"
"Bahrain.ARG.2001","Bahrain","ARG",2001,"0"
"Syrian Arab Republic.ARG.2001","Syrian Arab Republic","ARG",2001,"0"
"Turkey.ARG.2001","Turkey","ARG",2001,"0"
"United Arab Emirates.ARG.2001","United Arab Emirates","ARG",2001,"0"
"Bolivia, Plurinational State of.ARG.2001","Bolivia, Plurinational State of","ARG",2001,"0"
"Brazil.ARG.2001","Brazil","ARG",2001,"0"
"Chile.ARG.2001","Chile","ARG",2001,"-- 245"
"Colombia.ARG.2001","Colombia","ARG",2001,"0"
"Ecuador.ARG.2001","Ecuador","ARG",2001,"0"
"Paraguay.ARG.2001","Paraguay","ARG",2001,"0"
"Peru.ARG.2001","Peru","ARG",2001,"0"
"Uruguay.ARG.2001","Uruguay","ARG",2001,"0"
"Venezuela, Bolivarian Rep. of.ARG.2001","Venezuela, Bolivarian Rep. of","ARG",2001,"0"
"Costa Rica.ARG.2001","Costa Rica","ARG",2001,"0"
"El Salvador.ARG.2001","El Salvador","ARG",2001,"0"
"Guatemala.ARG.2001","Guatemala","ARG",2001,"0"
"Mexico.ARG.2001","Mexico","ARG",2001,"0"
"Panama.ARG.2001","Panama","ARG",2001,"0"
"Antigua and Barbuda.ARG.2001","Antigua and Barbuda","ARG",2001,"0"
"Aruba.ARG.2001","Aruba","ARG",2001,"0"
"Bahamas.ARG.2001","Bahamas","ARG",2001,"0"
"Barbados.ARG.2001","Barbados","ARG",2001,"0"
"British Virgin Islands.ARG.2001","British Virgin Islands","ARG",2001,"0"
"Cayman Islands.ARG.2001","Cayman Islands","ARG",2001,"0"
"Dominican Republic.ARG.2001","Dominican Republic","ARG",2001,"0"
"Netherlands Antilles .ARG.2001","Netherlands Antilles ","ARG",2001,"0"
"Puerto Rico.ARG.2001","Puerto Rico","ARG",2001,"0"
"Saint Kitts and Nevis.ARG.2001","Saint Kitts and Nevis","ARG",2001,"0"
"CIS.ARG.2001","CIS","ARG",2001,"0"
"Belarus.ARG.2001","Belarus","ARG",2001,"0"
"Russian Federation.ARG.2001","Russian Federation","ARG",2001,"0"
"Austria.ARG.2002","Austria","ARG",2002,"0"
"Belgium.ARG.2002","Belgium","ARG",2002,"0"
"Czech Republic.ARG.2002","Czech Republic","ARG",2002,"0"
"Denmark.ARG.2002","Denmark","ARG",2002,"0"
"Finland.ARG.2002","Finland","ARG",2002,"0"
"France.ARG.2002","France","ARG",2002,"-- 624"
"Germany.ARG.2002","Germany","ARG",2002,"381"
"Greece.ARG.2002","Greece","ARG",2002,"0"
"Hungary.ARG.2002","Hungary","ARG",2002,"0"
"Ireland.ARG.2002","Ireland","ARG",2002,"0"
"Italy.ARG.2002","Italy","ARG",2002,"- -89"
"Luxembourg.ARG.2002","Luxembourg","ARG",2002,"0"
"Malta.ARG.2002","Malta","ARG",2002,"0"
"Netherlands.ARG.2002","Netherlands","ARG",2002,"-- 436"
"Poland.ARG.2002","Poland","ARG",2002,"0"
"Portugal.ARG.2002","Portugal","ARG",2002,"0"
"Slovakia.ARG.2002","Slovakia","ARG",2002,"0"
"Spain.ARG.2002","Spain","ARG",2002,"-- 314"
"Sweden.ARG.2002","Sweden","ARG",2002,"0"
"United Kingdom.ARG.2002","United Kingdom","ARG",2002,"204"
"Andorra.ARG.2002","Andorra","ARG",2002,"0"
"Gibraltar.ARG.2002","Gibraltar","ARG",2002,"0"
"Jersey.ARG.2002","Jersey","ARG",2002,"0"
"Liechtenstein.ARG.2002","Liechtenstein","ARG",2002,"0"
"Monaco.ARG.2002","Monaco","ARG",2002,"0"
"Norway.ARG.2002","Norway","ARG",2002,"0"
"Switzerland.ARG.2002","Switzerland","ARG",2002,"0"
"Canada.ARG.2002","Canada","ARG",2002,"0"
"United States.ARG.2002","United States","ARG",2002,"342"
"Australia.ARG.2002","Australia","ARG",2002,"0"
"Bermuda.ARG.2002","Bermuda","ARG",2002,"0"
"Israel.ARG.2002","Israel","ARG",2002,"0"
"Japan.ARG.2002","Japan","ARG",2002,"0"
"New Zealand.ARG.2002","New Zealand","ARG",2002,"0"
"Morocco.ARG.2002","Morocco","ARG",2002,"0"
"Angola.ARG.2002","Angola","ARG",2002,"0"
"Mauritius.ARG.2002","Mauritius","ARG",2002,"0"
"South Africa.ARG.2002","South Africa","ARG",2002,"0"
"China.ARG.2002","China","ARG",2002,"0"
"Hong Kong, China.ARG.2002","Hong Kong, China","ARG",2002,"0"
"Korea, Republic of.ARG.2002","Korea, Republic of","ARG",2002,"0"
"Taiwan Province of China.ARG.2002","Taiwan Province of China","ARG",2002,"0"
"Indonesia.ARG.2002","Indonesia","ARG",2002,"0"
"Malaysia.ARG.2002","Malaysia","ARG",2002,"0"
"Singapore.ARG.2002","Singapore","ARG",2002,"0"
"Thailand.ARG.2002","Thailand","ARG",2002,"0"
"India.ARG.2002","India","ARG",2002,"0"
"Bahrain.ARG.2002","Bahrain","ARG",2002,"0"
"Syrian Arab Republic.ARG.2002","Syrian Arab Republic","ARG",2002,"0"
"Turkey.ARG.2002","Turkey","ARG",2002,"0"
"United Arab Emirates.ARG.2002","United Arab Emirates","ARG",2002,"0"
"Bolivia, Plurinational State of.ARG.2002","Bolivia, Plurinational State of","ARG",2002,"0"
"Brazil.ARG.2002","Brazil","ARG",2002,"0"
"Chile.ARG.2002","Chile","ARG",2002,"22"
"Colombia.ARG.2002","Colombia","ARG",2002,"0"
"Ecuador.ARG.2002","Ecuador","ARG",2002,"0"
"Paraguay.ARG.2002","Paraguay","ARG",2002,"0"
"Peru.ARG.2002","Peru","ARG",2002,"0"
"Uruguay.ARG.2002","Uruguay","ARG",2002,"0"
"Venezuela, Bolivarian Rep. of.ARG.2002","Venezuela, Bolivarian Rep. of","ARG",2002,"0"
"Costa Rica.ARG.2002","Costa Rica","ARG",2002,"0"
"El Salvador.ARG.2002","El Salvador","ARG",2002,"0"
"Guatemala.ARG.2002","Guatemala","ARG",2002,"0"
"Mexico.ARG.2002","Mexico","ARG",2002,"0"
"Panama.ARG.2002","Panama","ARG",2002,"0"
"Antigua and Barbuda.ARG.2002","Antigua and Barbuda","ARG",2002,"0"
"Aruba.ARG.2002","Aruba","ARG",2002,"0"
"Bahamas.ARG.2002","Bahamas","ARG",2002,"0"
"Barbados.ARG.2002","Barbados","ARG",2002,"0"
"British Virgin Islands.ARG.2002","British Virgin Islands","ARG",2002,"0"
"Cayman Islands.ARG.2002","Cayman Islands","ARG",2002,"0"
"Dominican Republic.ARG.2002","Dominican Republic","ARG",2002,"0"
"Netherlands Antilles .ARG.2002","Netherlands Antilles ","ARG",2002,"0"
"Puerto Rico.ARG.2002","Puerto Rico","ARG",2002,"0"
"Saint Kitts and Nevis.ARG.2002","Saint Kitts and Nevis","ARG",2002,"0"
"CIS.ARG.2002","CIS","ARG",2002,"0"
"Belarus.ARG.2002","Belarus","ARG",2002,"0"
"Russian Federation.ARG.2002","Russian Federation","ARG",2002,"0"
"Austria.ARG.2003","Austria","ARG",2003,"0"
"Belgium.ARG.2003","Belgium","ARG",2003,"0"
"Czech Republic.ARG.2003","Czech Republic","ARG",2003,"0"
"Denmark.ARG.2003","Denmark","ARG",2003,"0"
"Finland.ARG.2003","Finland","ARG",2003,"0"
"France.ARG.2003","France","ARG",2003,"-- 185"
"Germany.ARG.2003","Germany","ARG",2003,"112"
"Greece.ARG.2003","Greece","ARG",2003,"0"
"Hungary.ARG.2003","Hungary","ARG",2003,"0"
"Ireland.ARG.2003","Ireland","ARG",2003,"0"
"Italy.ARG.2003","Italy","ARG",2003,"400"
"Luxembourg.ARG.2003","Luxembourg","ARG",2003,"0"
"Malta.ARG.2003","Malta","ARG",2003,"0"
"Netherlands.ARG.2003","Netherlands","ARG",2003,"-- 170"
"Poland.ARG.2003","Poland","ARG",2003,"0"
"Portugal.ARG.2003","Portugal","ARG",2003,"0"
"Slovakia.ARG.2003","Slovakia","ARG",2003,"0"
"Spain.ARG.2003","Spain","ARG",2003,"41"
"Sweden.ARG.2003","Sweden","ARG",2003,"0"
"United Kingdom.ARG.2003","United Kingdom","ARG",2003,"-- 401"
"Andorra.ARG.2003","Andorra","ARG",2003,"0"
"Gibraltar.ARG.2003","Gibraltar","ARG",2003,"0"
"Jersey.ARG.2003","Jersey","ARG",2003,"0"
"Liechtenstein.ARG.2003","Liechtenstein","ARG",2003,"0"
"Monaco.ARG.2003","Monaco","ARG",2003,"0"
"Norway.ARG.2003","Norway","ARG",2003,"0"
"Switzerland.ARG.2003","Switzerland","ARG",2003,"0"
"Canada.ARG.2003","Canada","ARG",2003,"0"
"United States.ARG.2003","United States","ARG",2003,"-- 251"
"Australia.ARG.2003","Australia","ARG",2003,"0"
"Bermuda.ARG.2003","Bermuda","ARG",2003,"0"
"Israel.ARG.2003","Israel","ARG",2003,"0"
"Japan.ARG.2003","Japan","ARG",2003,"0"
"New Zealand.ARG.2003","New Zealand","ARG",2003,"0"
"Morocco.ARG.2003","Morocco","ARG",2003,"0"
"Angola.ARG.2003","Angola","ARG",2003,"0"
"Mauritius.ARG.2003","Mauritius","ARG",2003,"0"
"South Africa.ARG.2003","South Africa","ARG",2003,"0"
"China.ARG.2003","China","ARG",2003,"0"
"Hong Kong, China.ARG.2003","Hong Kong, China","ARG",2003,"0"
"Korea, Republic of.ARG.2003","Korea, Republic of","ARG",2003,"0"
"Taiwan Province of China.ARG.2003","Taiwan Province of China","ARG",2003,"0"
"Indonesia.ARG.2003","Indonesia","ARG",2003,"0"
"Malaysia.ARG.2003","Malaysia","ARG",2003,"0"
"Singapore.ARG.2003","Singapore","ARG",2003,"0"
"Thailand.ARG.2003","Thailand","ARG",2003,"0"
"India.ARG.2003","India","ARG",2003,"0"
"Bahrain.ARG.2003","Bahrain","ARG",2003,"0"
"Syrian Arab Republic.ARG.2003","Syrian Arab Republic","ARG",2003,"0"
"Turkey.ARG.2003","Turkey","ARG",2003,"0"
"United Arab Emirates.ARG.2003","United Arab Emirates","ARG",2003,"0"
"Bolivia, Plurinational State of.ARG.2003","Bolivia, Plurinational State of","ARG",2003,"0"
"Brazil.ARG.2003","Brazil","ARG",2003,"0"
"Chile.ARG.2003","Chile","ARG",2003,"24"
"Colombia.ARG.2003","Colombia","ARG",2003,"0"
"Ecuador.ARG.2003","Ecuador","ARG",2003,"0"
"Paraguay.ARG.2003","Paraguay","ARG",2003,"0"
"Peru.ARG.2003","Peru","ARG",2003,"0"
"Uruguay.ARG.2003","Uruguay","ARG",2003,"0"
"Venezuela, Bolivarian Rep. of.ARG.2003","Venezuela, Bolivarian Rep. of","ARG",2003,"0"
"Costa Rica.ARG.2003","Costa Rica","ARG",2003,"0"
"El Salvador.ARG.2003","El Salvador","ARG",2003,"0"
"Guatemala.ARG.2003","Guatemala","ARG",2003,"0"
"Mexico.ARG.2003","Mexico","ARG",2003,"0"
"Panama.ARG.2003","Panama","ARG",2003,"0"
"Antigua and Barbuda.ARG.2003","Antigua and Barbuda","ARG",2003,"0"
"Aruba.ARG.2003","Aruba","ARG",2003,"0"
"Bahamas.ARG.2003","Bahamas","ARG",2003,"0"
"Barbados.ARG.2003","Barbados","ARG",2003,"0"
"British Virgin Islands.ARG.2003","British Virgin Islands","ARG",2003,"0"
"Cayman Islands.ARG.2003","Cayman Islands","ARG",2003,"0"
"Dominican Republic.ARG.2003","Dominican Republic","ARG",2003,"0"
"Netherlands Antilles .ARG.2003","Netherlands Antilles ","ARG",2003,"0"
"Puerto Rico.ARG.2003","Puerto Rico","ARG",2003,"0"
"Saint Kitts and Nevis.ARG.2003","Saint Kitts and Nevis","ARG",2003,"0"
"CIS.ARG.2003","CIS","ARG",2003,"0"
"Belarus.ARG.2003","Belarus","ARG",2003,"0"
"Russian Federation.ARG.2003","Russian Federation","ARG",2003,"0"
"Austria.ARG.2004","Austria","ARG",2004,"0"
"Belgium.ARG.2004","Belgium","ARG",2004,"0"
"Czech Republic.ARG.2004","Czech Republic","ARG",2004,"0"
"Denmark.ARG.2004","Denmark","ARG",2004,"0"
"Finland.ARG.2004","Finland","ARG",2004,"0"
"France.ARG.2004","France","ARG",2004,"389"
"Germany.ARG.2004","Germany","ARG",2004,"336"
"Greece.ARG.2004","Greece","ARG",2004,"0"
"Hungary.ARG.2004","Hungary","ARG",2004,"0"
"Ireland.ARG.2004","Ireland","ARG",2004,"0"
"Italy.ARG.2004","Italy","ARG",2004,"- -13"
"Luxembourg.ARG.2004","Luxembourg","ARG",2004,"0"
"Malta.ARG.2004","Malta","ARG",2004,"0"
"Netherlands.ARG.2004","Netherlands","ARG",2004,"983"
"Poland.ARG.2004","Poland","ARG",2004,"0"
"Portugal.ARG.2004","Portugal","ARG",2004,"0"
"Slovakia.ARG.2004","Slovakia","ARG",2004,"0"
"Spain.ARG.2004","Spain","ARG",2004,"58"
"Sweden.ARG.2004","Sweden","ARG",2004,"0"
"United Kingdom.ARG.2004","United Kingdom","ARG",2004,"-- 335"
"Andorra.ARG.2004","Andorra","ARG",2004,"0"
"Gibraltar.ARG.2004","Gibraltar","ARG",2004,"0"
"Jersey.ARG.2004","Jersey","ARG",2004,"0"
"Liechtenstein.ARG.2004","Liechtenstein","ARG",2004,"0"
"Monaco.ARG.2004","Monaco","ARG",2004,"0"
