"","Destination","Dest.Code","Origin","Origin.Code","Year","Value"
"18817","Algeria","DZA","Saudi Arabia","SAU",2001,1
"18818","Algeria","DZA","CIS",NA,2001,0
"18825","Algeria","DZA","Norway","NOR",2001,0
"18828","Algeria","DZA","Turkey","TUR",2001,2
"18830","Algeria","DZA","Denmark","DNK",2001,1
"18839","Algeria","DZA","Germany","DEU",2001,38
"18859","Algeria","DZA","Hong Kong, China","HKG",2001,0
"18860","Algeria","DZA","Poland","POL",2001,1
"18872","Algeria","DZA","Lebanon","LBN",2001,0
"18897","Algeria","DZA","Ireland","IRL",2001,0
"18898","Algeria","DZA","South Africa","ZAF",2001,0
"18924","Algeria","DZA","United Kingdom","GBR",2001,23
"18938","Algeria","DZA","Spain","ESP",2001,153
"18962","Algeria","DZA","Iceland","ISL",2001,5
"18965","Algeria","DZA","Bahamas","BHS",2001,0
"18974","Algeria","DZA","Kuwait","KWT",2001,0
"18976","Algeria","DZA","Oman","OMN",2001,0
"18978","Algeria","DZA","Czech Republic","CZE",2001,1
"18988","Algeria","DZA","Cyprus","CYP",2001,0
"19013","Algeria","DZA","Portugal","PRT",2001,0
"19050","Algeria","DZA","Italy","ITA",2001,34
"19059","Algeria","DZA","Korea, Republic of","KOR",2001,3
"19061","Algeria","DZA","Austria","AUT",2001,5
"19064","Algeria","DZA","Sweden","SWE",2001,1
"19067","Algeria","DZA","Netherlands","NLD",2001,72
"19072","Algeria","DZA","Mauritius","MUS",2001,0
"19074","Algeria","DZA","Greece","GRC",2001,0
"19093","Algeria","DZA","Bahrain","BHR",2001,13
"19099","Algeria","DZA","Russian Federation","RUS",2001,0
"19152","Algeria","DZA","United Arab Emirates","ARE",2001,1
"19156","Algeria","DZA","France","FRA",2001,43
"19165","Algeria","DZA","China","CHN",2001,1
"19189","Algeria","DZA","United States","USA",2001,313
"19209","Algeria","DZA","Qatar","QAT",2001,2
"18713","Algeria","DZA","Finland","FIN",2002,2
"18715","Algeria","DZA","Kuwait","KWT",2002,1
"18725","Algeria","DZA","United Kingdom","GBR",2002,59
"18730","Algeria","DZA","China","CHN",2002,5
"18735","Algeria","DZA","Poland","POL",2002,0
"18737","Algeria","DZA","Oman","OMN",2002,0
"18759","Algeria","DZA","Spain","ESP",2002,143
"18761","Algeria","DZA","Hong Kong, China","HKG",2002,0
"18762","Algeria","DZA","Tunisia","TUN",2002,1
"18763","Algeria","DZA","Denmark","DNK",2002,0
"18768","Algeria","DZA","Belgium","BEL",2002,16
"18794","Algeria","DZA","Turkey","TUR",2002,9
"18796","Algeria","DZA","Netherlands","NLD",2002,26
"18819","Algeria","DZA","Russian Federation","RUS",2002,3
"18842","Algeria","DZA","South Africa","ZAF",2002,0
"18845","Algeria","DZA","Hungary","HUN",2002,5
"18865","Algeria","DZA","Bahamas","BHS",2002,0
"18867","Algeria","DZA","Bahrain","BHR",2002,0
"18882","Algeria","DZA","Malaysia","MYS",2002,0
"18915","Algeria","DZA","Greece","GRC",2002,0
"18931","Algeria","DZA","Jordan","JOR",2002,9
"18935","Algeria","DZA","Portugal","PRT",2002,0
"18943","Algeria","DZA","France","FRA",2002,115
"18956","Algeria","DZA","Czech Republic","CZE",2002,0
"18967","Algeria","DZA","Austria","AUT",2002,3
"18972","Algeria","DZA","CIS",NA,2002,3
"19000","Algeria","DZA","Sweden","SWE",2002,1
"19007","Algeria","DZA","Cyprus","CYP",2002,0
"19008","Algeria","DZA","Ireland","IRL",2002,0
"19022","Algeria","DZA","United States","USA",2002,311
"19030","Algeria","DZA","United Arab Emirates","ARE",2002,12
"19034","Algeria","DZA","Canada","CAN",2002,3
"19039","Algeria","DZA","Korea, Republic of","KOR",2002,-7
"19057","Algeria","DZA","Romania","ROU",2002,3
"19087","Algeria","DZA","Norway","NOR",2002,2
"19091","Algeria","DZA","Germany","DEU",2002,65
"19108","Algeria","DZA","Switzerland","CHE",2002,0
"19120","Algeria","DZA","Saudi Arabia","SAU",2002,0
"19122","Algeria","DZA","Egypt","EGY",2002,97
"19137","Algeria","DZA","Australia","AUS",2002,0
"19149","Algeria","DZA","Iceland","ISL",2002,0
"19151","Algeria","DZA","Japan","JPN",2002,78
"19161","Algeria","DZA","Mauritius","MUS",2002,0
"19164","Algeria","DZA","Lebanon","LBN",2002,1
"19174","Algeria","DZA","Italy","ITA",2002,98
"19179","Algeria","DZA","Syrian Arab Republic","SYR",2002,1
"19206","Algeria","DZA","Qatar","QAT",2002,0
"18660","Algeria","DZA","Bahrain","BHR",2003,5
"18684","Algeria","DZA","Belgium","BEL",2003,5
"18690","Algeria","DZA","Cyprus","CYP",2003,0
"18693","Algeria","DZA","Germany","DEU",2003,16
"18695","Algeria","DZA","Qatar","QAT",2003,1
"18696","Algeria","DZA","Japan","JPN",2003,-2
"18723","Algeria","DZA","Syrian Arab Republic","SYR",2003,0
"18745","Algeria","DZA","Sweden","SWE",2003,28
"18749","Algeria","DZA","United Kingdom","GBR",2003,35
"18769","Algeria","DZA","France","FRA",2003,51
"18778","Algeria","DZA","Poland","POL",2003,0
"18812","Algeria","DZA","Hungary","HUN",2003,0
"18833","Algeria","DZA","Finland","FIN",2003,0
"18843","Algeria","DZA","Saudi Arabia","SAU",2003,10
"18851","Algeria","DZA","Italy","ITA",2003,24
"18905","Algeria","DZA","Netherlands","NLD",2003,18
"18906","Algeria","DZA","China","CHN",2003,3
"18950","Algeria","DZA","Russian Federation","RUS",2003,0
"18951","Algeria","DZA","Korea, Republic of","KOR",2003,0
"18953","Algeria","DZA","Czech Republic","CZE",2003,0
"18985","Algeria","DZA","Canada","CAN",2003,6
"18986","Algeria","DZA","Norway","NOR",2003,1
"19002","Algeria","DZA","Denmark","DNK",2003,0
"19011","Algeria","DZA","Oman","OMN",2003,0
"19014","Algeria","DZA","Tunisia","TUN",2003,2
"19017","Algeria","DZA","United Arab Emirates","ARE",2003,1
"19027","Algeria","DZA","Iceland","ISL",2003,0
"19037","Algeria","DZA","Kuwait","KWT",2003,0
"19052","Algeria","DZA","Bahamas","BHS",2003,0
"19056","Algeria","DZA","Egypt","EGY",2003,63
"19060","Algeria","DZA","Malaysia","MYS",2003,0
"19062","Algeria","DZA","CIS",NA,2003,0
"19068","Algeria","DZA","Switzerland","CHE",2003,1
"19070","Algeria","DZA","Portugal","PRT",2003,1
"19071","Algeria","DZA","Romania","ROU",2003,1
"19073","Algeria","DZA","Ireland","IRL",2003,1
"19078","Algeria","DZA","United States","USA",2003,252
"19082","Algeria","DZA","Mauritius","MUS",2003,223
"19130","Algeria","DZA","Jordan","JOR",2003,10
"19138","Algeria","DZA","Turkey","TUR",2003,2
"19157","Algeria","DZA","Lebanon","LBN",2003,1
"19158","Algeria","DZA","Austria","AUT",2003,0
"19169","Algeria","DZA","Australia","AUS",2003,4
"19181","Algeria","DZA","Spain","ESP",2003,87
"19187","Algeria","DZA","Greece","GRC",2003,0
"19204","Algeria","DZA","Hong Kong, China","HKG",2003,0
"19207","Algeria","DZA","South Africa","ZAF",2003,0
"18649","Algeria","DZA","Oman","OMN",2004,0
"18669","Algeria","DZA","United Arab Emirates","ARE",2004,1
"18674","Algeria","DZA","United States","USA",2004,286
"18682","Algeria","DZA","Australia","AUS",2004,0
"18698","Algeria","DZA","Hong Kong, China","HKG",2004,0
"18704","Algeria","DZA","Switzerland","CHE",2004,1
"18726","Algeria","DZA","Austria","AUT",2004,0
"18739","Algeria","DZA","Iceland","ISL",2004,0
"18757","Algeria","DZA","Norway","NOR",2004,0
"18766","Algeria","DZA","Mauritius","MUS",2004,-179
"18793","Algeria","DZA","Russian Federation","RUS",2004,0
"18823","Algeria","DZA","CIS",NA,2004,0
"18835","Algeria","DZA","Czech Republic","CZE",2004,0
"18873","Algeria","DZA","South Africa","ZAF",2004,4
"18881","Algeria","DZA","Bahrain","BHR",2004,10
"18893","Algeria","DZA","France","FRA",2004,80
"18900","Algeria","DZA","Italy","ITA",2004,24
"18907","Algeria","DZA","Tunisia","TUN",2004,1
"18917","Algeria","DZA","Qatar","QAT",2004,7
"18918","Algeria","DZA","Egypt","EGY",2004,22
"18920","Algeria","DZA","Turkey","TUR",2004,2
"18922","Algeria","DZA","Jordan","JOR",2004,10
"18942","Algeria","DZA","Sweden","SWE",2004,9
"18963","Algeria","DZA","Netherlands","NLD",2004,4
"18969","Algeria","DZA","Poland","POL",2004,0
"18973","Algeria","DZA","Spain","ESP",2004,43
"18993","Algeria","DZA","Greece","GRC",2004,0
"19058","Algeria","DZA","Cyprus","CYP",2004,0
"19076","Algeria","DZA","Belgium","BEL",2004,5
"19077","Algeria","DZA","China","CHN",2004,27
"19097","Algeria","DZA","Japan","JPN",2004,17
"19101","Algeria","DZA","Canada","CAN",2004,4
"19104","Algeria","DZA","Bahamas","BHS",2004,8
"19118","Algeria","DZA","Hungary","HUN",2004,0
"19119","Algeria","DZA","Finland","FIN",2004,0
"19124","Algeria","DZA","Ireland","IRL",2004,0
"19131","Algeria","DZA","Portugal","PRT",2004,0
"19135","Algeria","DZA","Lebanon","LBN",2004,0
"19136","Algeria","DZA","Malaysia","MYS",2004,0
"19144","Algeria","DZA","Korea, Republic of","KOR",2004,0
"19153","Algeria","DZA","Denmark","DNK",2004,0
"19167","Algeria","DZA","Germany","DEU",2004,23
"19170","Algeria","DZA","United Kingdom","GBR",2004,95
"19171","Algeria","DZA","Saudi Arabia","SAU",2004,2
"19178","Algeria","DZA","Kuwait","KWT",2004,210
"19183","Algeria","DZA","Romania","ROU",2004,0
"19203","Algeria","DZA","Syrian Arab Republic","SYR",2004,0
"18668","Algeria","DZA","China","CHN",2005,50
"18677","Algeria","DZA","Sweden","SWE",2005,31
"18722","Algeria","DZA","Germany","DEU",2005,23
"18738","Algeria","DZA","Portugal","PRT",2005,1
"18744","Algeria","DZA","Mauritius","MUS",2005,-33
"18767","Algeria","DZA","Netherlands","NLD",2005,4
"18782","Algeria","DZA","Italy","ITA",2005,39
"18785","Algeria","DZA","Romania","ROU",2005,0
"18791","Algeria","DZA","United Kingdom","GBR",2005,49
"18809","Algeria","DZA","Australia","AUS",2005,0
"18824","Algeria","DZA","Denmark","DNK",2005,2
"18831","Algeria","DZA","Austria","AUT",2005,0
"18837","Algeria","DZA","Norway","NOR",2005,2
"18858","Algeria","DZA","Saudi Arabia","SAU",2005,20
"18864","Algeria","DZA","Iceland","ISL",2005,61
"18871","Algeria","DZA","South Africa","ZAF",2005,2
"18877","Algeria","DZA","Jordan","JOR",2005,16
"18894","Algeria","DZA","France","FRA",2005,121
"18932","Algeria","DZA","Canada","CAN",2005,7
"18934","Algeria","DZA","Malaysia","MYS",2005,0
"18944","Algeria","DZA","Bahrain","BHR",2005,7
"18959","Algeria","DZA","Lebanon","LBN",2005,5
"18968","Algeria","DZA","Hong Kong, China","HKG",2005,0
"18984","Algeria","DZA","Qatar","QAT",2005,7
"18987","Algeria","DZA","Korea, Republic of","KOR",2005,0
"18990","Algeria","DZA","Oman","OMN",2005,0
"18995","Algeria","DZA","Japan","JPN",2005,2
"19005","Algeria","DZA","CIS",NA,2005,0
"19018","Algeria","DZA","Russian Federation","RUS",2005,0
"19020","Algeria","DZA","Poland","POL",2005,0
"19023","Algeria","DZA","Turkey","TUR",2005,9
"19032","Algeria","DZA","Spain","ESP",2005,117
"19049","Algeria","DZA","Hungary","HUN",2005,0
"19075","Algeria","DZA","Egypt","EGY",2005,108
"19080","Algeria","DZA","United States","USA",2005,301
"19086","Algeria","DZA","Ireland","IRL",2005,0
"19088","Algeria","DZA","Tunisia","TUN",2005,5
"19111","Algeria","DZA","United Arab Emirates","ARE",2005,7
"19126","Algeria","DZA","Syrian Arab Republic","SYR",2005,0
"19134","Algeria","DZA","Finland","FIN",2005,0
"19142","Algeria","DZA","Belgium","BEL",2005,4
"19155","Algeria","DZA","Czech Republic","CZE",2005,0
"19163","Algeria","DZA","Bahamas","BHS",2005,6
"19182","Algeria","DZA","Greece","GRC",2005,0
"19195","Algeria","DZA","Cyprus","CYP",2005,3
"19199","Algeria","DZA","Switzerland","CHE",2005,6
"19208","Algeria","DZA","Kuwait","KWT",2005,105
"18658","Algeria","DZA","United Arab Emirates","ARE",2006,38
"18661","Algeria","DZA","Qatar","QAT",2006,12
"18664","Algeria","DZA","Bahrain","BHR",2006,66
"18665","Algeria","DZA","Hong Kong, China","HKG",2006,1
"18681","Algeria","DZA","Austria","AUT",2006,1
"18717","Algeria","DZA","Egypt","EGY",2006,157
"18718","Algeria","DZA","Finland","FIN",2006,0
"18727","Algeria","DZA","Spain","ESP",2006,210
"18736","Algeria","DZA","Lebanon","LBN",2006,24
"18748","Algeria","DZA","Greece","GRC",2006,10
"18754","Algeria","DZA","Portugal","PRT",2006,1
"18755","Algeria","DZA","Denmark","DNK",2006,8
"18776","Algeria","DZA","Bahamas","BHS",2006,78
"18779","Algeria","DZA","Poland","POL",2006,0
"18795","Algeria","DZA","Canada","CAN",2006,51
"18798","Algeria","DZA","South Africa","ZAF",2006,0
"18805","Algeria","DZA","Syrian Arab Republic","SYR",2006,0
"18816","Algeria","DZA","Iceland","ISL",2006,0
"18826","Algeria","DZA","United Kingdom","GBR",2006,64
"18854","Algeria","DZA","China","CHN",2006,91
"18875","Algeria","DZA","Hungary","HUN",2006,0
"18892","Algeria","DZA","Korea, Republic of","KOR",2006,0
"18899","Algeria","DZA","Russian Federation","RUS",2006,0
"18908","Algeria","DZA","Oman","OMN",2006,0
"18911","Algeria","DZA","Italy","ITA",2006,115
"18928","Algeria","DZA","Czech Republic","CZE",2006,0
"18933","Algeria","DZA","Cyprus","CYP",2006,30
"18940","Algeria","DZA","Saudi Arabia","SAU",2006,8
"18947","Algeria","DZA","Netherlands","NLD",2006,10
"18952","Algeria","DZA","Turkey","TUR",2006,7
"18955","Algeria","DZA","Switzerland","CHE",2006,15
"18975","Algeria","DZA","Norway","NOR",2006,3
"18979","Algeria","DZA","Romania","ROU",2006,0
"18997","Algeria","DZA","CIS",NA,2006,0
"19019","Algeria","DZA","Mauritius","MUS",2006,0
"19036","Algeria","DZA","Germany","DEU",2006,54
"19053","Algeria","DZA","France","FRA",2006,293
"19084","Algeria","DZA","Sweden","SWE",2006,4
"19094","Algeria","DZA","United States","USA",2006,314
"19106","Algeria","DZA","Tunisia","TUN",2006,11
"19107","Algeria","DZA","Malaysia","MYS",2006,0
"19160","Algeria","DZA","Jordan","JOR",2006,6
"19168","Algeria","DZA","Kuwait","KWT",2006,57
"19175","Algeria","DZA","Ireland","IRL",2006,1
"19197","Algeria","DZA","Japan","JPN",2006,8
"19198","Algeria","DZA","Belgium","BEL",2006,31
"19210","Algeria","DZA","Australia","AUS",2006,0
"18654","Algeria","DZA","Hungary","HUN",2007,0
"18672","Algeria","DZA","Malaysia","MYS",2007,0
"18679","Algeria","DZA","Oman","OMN",2007,0
"18705","Algeria","DZA","Tunisia","TUN",2007,14
"18709","Algeria","DZA","Bahamas","BHS",2007,9
"18716","Algeria","DZA","Sweden","SWE",2007,2
"18728","Algeria","DZA","Lebanon","LBN",2007,48
"18732","Algeria","DZA","Iceland","ISL",2007,0
"18733","Algeria","DZA","Spain","ESP",2007,164
"18747","Algeria","DZA","China","CHN",2007,37
"18760","Algeria","DZA","Italy","ITA",2007,67
"18770","Algeria","DZA","Norway","NOR",2007,2
"18773","Algeria","DZA","Austria","AUT",2007,4
"18804","Algeria","DZA","Bahrain","BHR",2007,10
"18810","Algeria","DZA","Finland","FIN",2007,0
"18821","Algeria","DZA","Switzerland","CHE",2007,37
"18832","Algeria","DZA","Jordan","JOR",2007,14
"18834","Algeria","DZA","Australia","AUS",2007,2
"18841","Algeria","DZA","Canada","CAN",2007,-28
"18863","Algeria","DZA","Saudi Arabia","SAU",2007,13
"18874","Algeria","DZA","CIS",NA,2007,0
"18876","Algeria","DZA","Cyprus","CYP",2007,36
"18889","Algeria","DZA","Romania","ROU",2007,0
"18909","Algeria","DZA","Russian Federation","RUS",2007,0
"18916","Algeria","DZA","United Arab Emirates","ARE",2007,67
"18946","Algeria","DZA","United Kingdom","GBR",2007,165
"18996","Algeria","DZA","Denmark","DNK",2007,5
"19016","Algeria","DZA","United States","USA",2007,293
"19028","Algeria","DZA","South Africa","ZAF",2007,0
"19035","Algeria","DZA","Netherlands","NLD",2007,6
"19045","Algeria","DZA","Ireland","IRL",2007,0
"19046","Algeria","DZA","Egypt","EGY",2007,102
"19054","Algeria","DZA","Japan","JPN",2007,11
"19063","Algeria","DZA","France","FRA",2007,233
"19089","Algeria","DZA","Turkey","TUR",2007,5
"19096","Algeria","DZA","Qatar","QAT",2007,11
"19113","Algeria","DZA","Korea, Republic of","KOR",2007,1
"19123","Algeria","DZA","Germany","DEU",2007,92
"19128","Algeria","DZA","Portugal","PRT",2007,1
"19139","Algeria","DZA","Hong Kong, China","HKG",2007,0
"19177","Algeria","DZA","Czech Republic","CZE",2007,0
"19180","Algeria","DZA","Kuwait","KWT",2007,97
"19188","Algeria","DZA","Greece","GRC",2007,0
"19192","Algeria","DZA","Poland","POL",2007,0
"19201","Algeria","DZA","Belgium","BEL",2007,101
"19202","Algeria","DZA","Syrian Arab Republic","SYR",2007,0
"19212","Algeria","DZA","Mauritius","MUS",2007,0
"18683","Algeria","DZA","Kuwait","KWT",2008,34
"18686","Algeria","DZA","Greece","GRC",2008,0
"18687","Algeria","DZA","Switzerland","CHE",2008,2
"18689","Algeria","DZA","Korea, Republic of","KOR",2008,1
"18700","Algeria","DZA","Mauritius","MUS",2008,0
"18702","Algeria","DZA","Sweden","SWE",2008,2
"18707","Algeria","DZA","Cyprus","CYP",2008,2
"18711","Algeria","DZA","Portugal","PRT",2008,2
"18719","Algeria","DZA","Saudi Arabia","SAU",2008,52
"18752","Algeria","DZA","Qatar","QAT",2008,46
"18772","Algeria","DZA","Belgium","BEL",2008,230
"18775","Algeria","DZA","South Africa","ZAF",2008,0
"18777","Algeria","DZA","Bahamas","BHS",2008,1
"18781","Algeria","DZA","Oman","OMN",2008,60
"18783","Algeria","DZA","Austria","AUT",2008,8
"18784","Algeria","DZA","Hong Kong, China","HKG",2008,1
"18807","Algeria","DZA","France","FRA",2008,303
"18808","Algeria","DZA","Czech Republic","CZE",2008,0
"18811","Algeria","DZA","Turkey","TUR",2008,4
"18814","Algeria","DZA","Egypt","EGY",2008,261
"18862","Algeria","DZA","Russian Federation","RUS",2008,0
"18885","Algeria","DZA","Romania","ROU",2008,0
"18890","Algeria","DZA","Japan","JPN",2008,8
"18895","Algeria","DZA","Jordan","JOR",2008,3
"18896","Algeria","DZA","Germany","DEU",2008,37
"18902","Algeria","DZA","Lebanon","LBN",2008,61
"18913","Algeria","DZA","Tunisia","TUN",2008,7
"18921","Algeria","DZA","Australia","AUS",2008,2
"18926","Algeria","DZA","Netherlands","NLD",2008,185
"18930","Algeria","DZA","Syrian Arab Republic","SYR",2008,3
"18939","Algeria","DZA","CIS",NA,2008,0
"18954","Algeria","DZA","United States","USA",2008,323
"18983","Algeria","DZA","Malaysia","MYS",2008,0
"18991","Algeria","DZA","Norway","NOR",2008,5
"19009","Algeria","DZA","Canada","CAN",2008,9
"19012","Algeria","DZA","United Arab Emirates","ARE",2008,55
"19025","Algeria","DZA","Hungary","HUN",2008,0
"19033","Algeria","DZA","Finland","FIN",2008,0
"19041","Algeria","DZA","Ireland","IRL",2008,2
"19043","Algeria","DZA","Italy","ITA",2008,247
"19044","Algeria","DZA","Spain","ESP",2008,325
"19066","Algeria","DZA","Bahrain","BHR",2008,0
"19105","Algeria","DZA","Poland","POL",2008,0
"19117","Algeria","DZA","United Kingdom","GBR",2008,159
"19121","Algeria","DZA","China","CHN",2008,86
"19173","Algeria","DZA","Denmark","DNK",2008,4
"19194","Algeria","DZA","Iceland","ISL",2008,1
"18656","Algeria","DZA","Lebanon","LBN",2009,109
"18662","Algeria","DZA","Spain","ESP",2009,198
"18667","Algeria","DZA","United Kingdom","GBR",2009,125
"18673","Algeria","DZA","Sweden","SWE",2009,3
"18692","Algeria","DZA","Switzerland","CHE",2009,24
"18706","Algeria","DZA","Saudi Arabia","SAU",2009,29
"18710","Algeria","DZA","Czech Republic","CZE",2009,0
"18724","Algeria","DZA","Hong Kong, China","HKG",2009,2
"18740","Algeria","DZA","Kuwait","KWT",2009,139
"18764","Algeria","DZA","Romania","ROU",2009,0
"18765","Algeria","DZA","Hungary","HUN",2009,3
"18787","Algeria","DZA","Norway","NOR",2009,31
"18799","Algeria","DZA","South Africa","ZAF",2009,2
"18801","Algeria","DZA","Belgium","BEL",2009,241
"18803","Algeria","DZA","Cyprus","CYP",2009,0
"18815","Algeria","DZA","Italy","ITA",2009,116
"18827","Algeria","DZA","Ireland","IRL",2009,0
"18840","Algeria","DZA","Turkey","TUR",2009,8
"18852","Algeria","DZA","Japan","JPN",2009,17
"18878","Algeria","DZA","Greece","GRC",2009,10
"18880","Algeria","DZA","Tunisia","TUN",2009,70
"18884","Algeria","DZA","Malaysia","MYS",2009,13
"18891","Algeria","DZA","Mauritius","MUS",2009,0
"18910","Algeria","DZA","Finland","FIN",2009,1
"18919","Algeria","DZA","Austria","AUT",2009,13
"18957","Algeria","DZA","Russian Federation","RUS",2009,1
"18958","Algeria","DZA","Iceland","ISL",2009,0
"18970","Algeria","DZA","Jordan","JOR",2009,167
"18992","Algeria","DZA","Korea, Republic of","KOR",2009,5
"19004","Algeria","DZA","Denmark","DNK",2009,8
"19021","Algeria","DZA","Portugal","PRT",2009,5
"19038","Algeria","DZA","Poland","POL",2009,0
"19065","Algeria","DZA","Bahamas","BHS",2009,0
"19090","Algeria","DZA","Netherlands","NLD",2009,31
"19103","Algeria","DZA","CIS",NA,2009,1
"19109","Algeria","DZA","United Arab Emirates","ARE",2009,205
"19112","Algeria","DZA","Qatar","QAT",2009,41
"19115","Algeria","DZA","Syrian Arab Republic","SYR",2009,0
"19116","Algeria","DZA","France","FRA",2009,308
"19125","Algeria","DZA","Australia","AUS",2009,5
"19129","Algeria","DZA","Egypt","EGY",2009,88
"19132","Algeria","DZA","China","CHN",2009,63
"19141","Algeria","DZA","Canada","CAN",2009,4
"19146","Algeria","DZA","Bahrain","BHR",2009,76
"19154","Algeria","DZA","United States","USA",2009,476
"19166","Algeria","DZA","Germany","DEU",2009,54
"19200","Algeria","DZA","Oman","OMN",2009,35
"18652","Algeria","DZA","Australia","AUS",2010,0
"18691","Algeria","DZA","Malaysia","MYS",2010,14
"18694","Algeria","DZA","Hungary","HUN",2010,0
"18699","Algeria","DZA","Spain","ESP",2010,91
"18741","Algeria","DZA","South Africa","ZAF",2010,0
"18742","Algeria","DZA","Portugal","PRT",2010,6
"18746","Algeria","DZA","Turkey","TUR",2010,29
"18751","Algeria","DZA","France","FRA",2010,196
"18758","Algeria","DZA","Russian Federation","RUS",2010,20
"18780","Algeria","DZA","Netherlands","NLD",2010,82
"18789","Algeria","DZA","Austria","AUT",2010,0
"18790","Algeria","DZA","United Kingdom","GBR",2010,119
"18797","Algeria","DZA","United Arab Emirates","ARE",2010,35
"18800","Algeria","DZA","Canada","CAN",2010,5
"18836","Algeria","DZA","Poland","POL",2010,0
"18838","Algeria","DZA","Cyprus","CYP",2010,0
"18846","Algeria","DZA","Czech Republic","CZE",2010,0
"18848","Algeria","DZA","Oman","OMN",2010,168
"18850","Algeria","DZA","Syrian Arab Republic","SYR",2010,0
"18855","Algeria","DZA","Italy","ITA",2010,189
"18857","Algeria","DZA","United States","USA",2010,618
"18868","Algeria","DZA","Hong Kong, China","HKG",2010,2
"18879","Algeria","DZA","Denmark","DNK",2010,0
"18883","Algeria","DZA","Korea, Republic of","KOR",2010,8
"18888","Algeria","DZA","Belgium","BEL",2010,212
"18904","Algeria","DZA","Saudi Arabia","SAU",2010,22
"18925","Algeria","DZA","Norway","NOR",2010,67
"18936","Algeria","DZA","Greece","GRC",2010,0
"18948","Algeria","DZA","Japan","JPN",2010,3
"18977","Algeria","DZA","Ireland","IRL",2010,44
"18981","Algeria","DZA","Jordan","JOR",2010,27
"19001","Algeria","DZA","Tunisia","TUN",2010,4
"19003","Algeria","DZA","Bahamas","BHS",2010,0
"19006","Algeria","DZA","Kuwait","KWT",2010,1
"19024","Algeria","DZA","Romania","ROU",2010,1
"19026","Algeria","DZA","Germany","DEU",2010,57
"19029","Algeria","DZA","Bahrain","BHR",2010,3
"19031","Algeria","DZA","Lebanon","LBN",2010,16
"19047","Algeria","DZA","CIS",NA,2010,20
"19081","Algeria","DZA","Egypt","EGY",2010,47
"19083","Algeria","DZA","Qatar","QAT",2010,0
"19095","Algeria","DZA","China","CHN",2010,125
"19098","Algeria","DZA","Switzerland","CHE",2010,13
"19148","Algeria","DZA","Sweden","SWE",2010,0
"19159","Algeria","DZA","Iceland","ISL",2010,0
"19184","Algeria","DZA","Finland","FIN",2010,0
"19196","Algeria","DZA","Mauritius","MUS",2010,0
"18651","Algeria","DZA","Norway","NOR",2011,0
"18671","Algeria","DZA","Austria","AUT",2011,0
"18675","Algeria","DZA","Qatar","QAT",2011,0
"18685","Algeria","DZA","Mauritius","MUS",2011,0
"18688","Algeria","DZA","Iceland","ISL",2011,0
"18721","Algeria","DZA","Hungary","HUN",2011,0
"18743","Algeria","DZA","Australia","AUS",2011,0
"18750","Algeria","DZA","Italy","ITA",2011,0
"18756","Algeria","DZA","Spain","ESP",2011,0
"18771","Algeria","DZA","Finland","FIN",2011,0
"18774","Algeria","DZA","Korea, Republic of","KOR",2011,0
"18786","Algeria","DZA","CIS",NA,2011,0
"18802","Algeria","DZA","United Kingdom","GBR",2011,0
"18806","Algeria","DZA","Kuwait","KWT",2011,0
"18822","Algeria","DZA","Germany","DEU",2011,0
"18829","Algeria","DZA","Bahrain","BHR",2011,0
"18844","Algeria","DZA","Canada","CAN",2011,0
"18856","Algeria","DZA","Greece","GRC",2011,0
"18861","Algeria","DZA","France","FRA",2011,0
"18869","Algeria","DZA","Jordan","JOR",2011,0
"18887","Algeria","DZA","Saudi Arabia","SAU",2011,0
"18903","Algeria","DZA","Belgium","BEL",2011,0
"18941","Algeria","DZA","China","CHN",2011,0
"18945","Algeria","DZA","Denmark","DNK",2011,0
"18949","Algeria","DZA","Tunisia","TUN",2011,0
"18964","Algeria","DZA","Hong Kong, China","HKG",2011,0
"18971","Algeria","DZA","Czech Republic","CZE",2011,0
"18980","Algeria","DZA","Russian Federation","RUS",2011,0
"18982","Algeria","DZA","Cyprus","CYP",2011,0
"18994","Algeria","DZA","Lebanon","LBN",2011,0
"18999","Algeria","DZA","Poland","POL",2011,0
"19010","Algeria","DZA","Malaysia","MYS",2011,0
"19015","Algeria","DZA","Ireland","IRL",2011,0
"19042","Algeria","DZA","Egypt","EGY",2011,0
"19048","Algeria","DZA","Sweden","SWE",2011,0
"19055","Algeria","DZA","South Africa","ZAF",2011,0
"19079","Algeria","DZA","Portugal","PRT",2011,0
"19102","Algeria","DZA","Turkey","TUR",2011,0
"19110","Algeria","DZA","Oman","OMN",2011,0
"19140","Algeria","DZA","Netherlands","NLD",2011,0
"19143","Algeria","DZA","United Arab Emirates","ARE",2011,0
"19145","Algeria","DZA","Syrian Arab Republic","SYR",2011,0
"19162","Algeria","DZA","Bahamas","BHS",2011,0
"19176","Algeria","DZA","United States","USA",2011,0
"19186","Algeria","DZA","Japan","JPN",2011,0
"19193","Algeria","DZA","Switzerland","CHE",2011,0
"19205","Algeria","DZA","Romania","ROU",2011,0
"18659","Algeria","DZA","Ireland","IRL",2012,0
"18666","Algeria","DZA","Lebanon","LBN",2012,0
"18670","Algeria","DZA","Russian Federation","RUS",2012,0
"18676","Algeria","DZA","Germany","DEU",2012,0
"18680","Algeria","DZA","Hong Kong, China","HKG",2012,0
"18697","Algeria","DZA","Romania","ROU",2012,0
"18703","Algeria","DZA","Bahamas","BHS",2012,0
